ric,position_type,knowledge_date,effective_date,account,direction,qty,purpose
DIS.N,SD,2017-07-13,2017-07-13,ICP5826,Debit,1800,Outright
F.N,TD,2016-02-18,2016-02-21,ICP4706,Credit,2000,Outright
IBM.L,TD,2017-06-03,2017-06-06,ICP0011,Debit,500,Outright
APPL.N,SD,2017-05-22,2017-05-22,ICP1691,Debit,800,Outright
F.OQ,SD,2017-06-06,2017-06-06,ICP9075,Credit,800,Outright
TSLA.OQ,SD,2017-07-22,2017-07-22,ICP4622,Debit,1700,Outright
DIS.L,SD,2016-07-23,2016-07-23,ICP6897,Debit,1300,Outright
DIS.L,TD,2016-12-23,2016-12-26,ICP5134,Credit,600,Outright
F.N,TD,2016-05-15,2016-05-18,ICP5415,Credit,1700,Outright
DIS.L,TD,2017-10-17,2017-10-20,ICP0927,Debit,700,Outright
AMZN.OQ,SD,2016-02-04,2016-02-04,ICP6652,Debit,100,Outright
TSLA.L,SD,2016-07-01,2016-07-01,ICP2320,Credit,1200,Outright
TSLA.OQ,SD,2017-06-11,2017-06-11,ICP6413,Credit,1100,Outright
GOOGL.OQ,TD,2016-10-15,2016-10-18,ICP5147,Credit,1800,Outright
TSLA.N,SD,2017-10-20,2017-10-20,ICP0895,Credit,1700,Outright
APPL.OQ,SD,2016-10-06,2016-10-06,ICP3339,Credit,1200,Outright
FB.L,SD,2017-02-04,2017-02-04,ICP9876,Debit,1300,Outright
DIS.OQ,SD,2017-10-19,2017-10-19,ICP9590,Debit,900,Outright
F.L,TD,2016-06-07,2016-06-10,ICP6655,Credit,1800,Outright
DIS.L,TD,2017-10-07,2017-10-10,ICP6912,Debit,1500,Outright
TSLA.N,SD,2017-01-27,2017-01-27,ICP8259,Debit,1400,Outright
F.OQ,SD,2017-09-12,2017-09-12,ICP8773,Debit,1100,Outright
IBM.L,TD,2017-02-09,2017-02-12,ICP4238,Credit,1700,Outright
DIS.N,SD,2017-08-27,2017-08-27,ICP4409,Debit,2000,Outright
F.L,SD,2017-02-25,2017-02-25,ICP4878,Credit,1900,Outright
DIS.N,TD,2016-05-13,2016-05-16,ICP6961,Debit,700,Outright
TSLA.L,TD,2017-01-17,2017-01-20,ICP6675,Credit,200,Outright
TSLA.N,TD,2017-05-18,2017-05-21,ICP3343,Debit,1400,Outright
FB.L,TD,2016-03-19,2016-03-22,ICP9269,Debit,300,Outright
DIS.N,TD,2017-09-27,2017-09-30,ICP9929,Debit,300,Outright
FB.N,SD,2016-02-06,2016-02-06,ICP3703,Debit,1200,Outright
AMZN.OQ,TD,2017-05-20,2017-05-23,ICP7501,Debit,1800,Outright
GOOGL.OQ,TD,2017-10-08,2017-10-11,ICP8164,Debit,1400,Outright
F.N,SD,2016-02-13,2016-02-13,ICP0243,Credit,300,Outright
FB.OQ,TD,2017-11-07,2017-11-10,ICP5708,Credit,1700,Outright
DIS.L,SD,2017-02-27,2017-02-27,ICP5590,Credit,700,Outright
TSLA.OQ,TD,2017-10-08,2017-10-11,ICP2892,Credit,200,Outright
GOOGL.L,TD,2017-05-19,2017-05-22,ICP0621,Credit,1400,Outright
IBM.OQ,TD,2016-07-10,2016-07-13,ICP3935,Debit,700,Outright
F.L,TD,2016-07-23,2016-07-26,ICP1274,Credit,700,Outright
GOOGL.L,SD,2016-08-21,2016-08-21,ICP3628,Debit,600,Outright
DIS.L,TD,2016-04-17,2016-04-20,ICP2374,Credit,1500,Outright
TSLA.N,SD,2016-01-26,2016-01-26,ICP1728,Credit,1300,Outright
IBM.N,SD,2016-02-22,2016-02-22,ICP6836,Debit,1100,Outright
GOOGL.OQ,TD,2017-08-19,2017-08-22,ICP5629,Debit,800,Outright
APPL.L,TD,2016-05-23,2016-05-26,ICP5303,Debit,700,Outright
AMZN.L,TD,2016-01-12,2016-01-15,ICP4958,Credit,1600,Outright
DIS.OQ,SD,2016-02-10,2016-02-10,ICP7059,Credit,1900,Outright
APPL.OQ,TD,2017-02-02,2017-02-05,ICP2323,Credit,500,Outright
APPL.N,SD,2017-10-02,2017-10-02,ICP6649,Debit,1700,Outright
GOOGL.L,SD,2016-04-06,2016-04-06,ICP2849,Debit,400,Outright
AMZN.N,SD,2017-06-22,2017-06-22,ICP8325,Credit,1400,Outright
F.L,TD,2016-09-01,2016-09-04,ICP2914,Debit,1300,Outright
IBM.N,TD,2017-09-20,2017-09-23,ICP9516,Credit,500,Outright
TSLA.OQ,SD,2017-08-04,2017-08-04,ICP7568,Debit,1800,Outright
TSLA.OQ,SD,2016-12-27,2016-12-27,ICP1091,Credit,700,Outright
FB.N,SD,2017-04-09,2017-04-09,ICP0951,Credit,200,Outright
F.L,SD,2017-06-22,2017-06-22,ICP6971,Debit,1400,Outright
APPL.N,SD,2016-11-23,2016-11-23,ICP8852,Debit,1800,Outright
GOOGL.L,TD,2016-03-25,2016-03-28,ICP9990,Credit,100,Outright
APPL.OQ,SD,2017-05-14,2017-05-14,ICP6018,Debit,200,Outright
TSLA.L,SD,2016-11-21,2016-11-21,ICP7659,Debit,1100,Outright
APPL.L,TD,2017-04-28,2017-05-01,ICP7484,Credit,1600,Outright
IBM.N,TD,2016-02-09,2016-02-12,ICP6800,Debit,400,Outright
DIS.OQ,SD,2016-11-21,2016-11-21,ICP8946,Credit,2000,Outright
TSLA.OQ,TD,2016-07-08,2016-07-11,ICP1189,Credit,1700,Outright
GOOGL.OQ,SD,2016-12-02,2016-12-02,ICP7743,Credit,800,Outright
GOOGL.N,TD,2016-06-16,2016-06-19,ICP8560,Debit,1500,Outright
DIS.OQ,TD,2017-02-24,2017-02-27,ICP7238,Credit,300,Outright
F.OQ,SD,2017-06-28,2017-06-28,ICP5166,Credit,2000,Outright
GOOGL.OQ,TD,2016-01-11,2016-01-14,ICP1176,Credit,1700,Outright
F.N,SD,2017-07-19,2017-07-19,ICP3955,Debit,1700,Outright
APPL.L,SD,2016-03-14,2016-03-14,ICP2284,Credit,1700,Outright
AMZN.L,TD,2017-08-17,2017-08-20,ICP9053,Debit,2000,Outright
IBM.OQ,TD,2017-04-11,2017-04-14,ICP9890,Debit,1900,Outright
AMZN.L,SD,2016-12-04,2016-12-04,ICP7220,Debit,1800,Outright
TSLA.N,SD,2017-04-05,2017-04-05,ICP6022,Debit,900,Outright
FB.N,SD,2017-07-09,2017-07-09,ICP2537,Credit,600,Outright
F.N,TD,2016-01-16,2016-01-19,ICP5710,Debit,500,Outright
TSLA.L,SD,2017-05-17,2017-05-17,ICP0167,Credit,900,Outright
DIS.L,TD,2017-08-14,2017-08-17,ICP2047,Credit,800,Outright
FB.N,TD,2017-12-19,2017-12-22,ICP2540,Debit,100,Outright
DIS.OQ,TD,2017-11-02,2017-11-05,ICP3618,Credit,1800,Outright
FB.OQ,SD,2017-04-16,2017-04-16,ICP3251,Debit,600,Outright
GOOGL.N,TD,2016-03-25,2016-03-28,ICP4294,Credit,1300,Outright
F.L,SD,2016-04-12,2016-04-12,ICP9433,Debit,1000,Outright
APPL.OQ,TD,2017-01-15,2017-01-18,ICP5870,Credit,100,Outright
FB.L,TD,2017-05-12,2017-05-15,ICP6956,Credit,1700,Outright
FB.L,SD,2017-02-13,2017-02-13,ICP0940,Credit,500,Outright
GOOGL.L,SD,2017-08-07,2017-08-07,ICP6287,Debit,1700,Outright
APPL.N,TD,2017-01-17,2017-01-20,ICP0676,Credit,1200,Outright
DIS.L,SD,2017-06-03,2017-06-03,ICP2422,Debit,1800,Outright
AMZN.OQ,TD,2016-09-06,2016-09-09,ICP9483,Debit,1000,Outright
FB.N,SD,2016-12-01,2016-12-01,ICP2650,Debit,400,Outright
IBM.N,SD,2016-09-06,2016-09-06,ICP2194,Debit,2000,Outright
F.N,SD,2016-03-13,2016-03-13,ICP8570,Credit,1600,Outright
GOOGL.L,SD,2017-03-06,2017-03-06,ICP2921,Credit,800,Outright
DIS.OQ,SD,2016-10-05,2016-10-05,ICP7616,Credit,300,Outright
APPL.OQ,SD,2017-12-19,2017-12-19,ICP5845,Debit,1400,Outright
FB.N,TD,2017-11-21,2017-11-24,ICP6359,Credit,1600,Outright
GOOGL.N,SD,2016-04-16,2016-04-16,ICP5601,Credit,200,Outright
TSLA.N,SD,2017-08-21,2017-08-21,ICP6268,Debit,1100,Outright
GOOGL.N,SD,2016-05-14,2016-05-14,ICP6205,Debit,1300,Outright
F.L,SD,2016-09-09,2016-09-09,ICP0183,Debit,1900,Outright
DIS.N,TD,2017-03-08,2017-03-11,ICP1561,Debit,2000,Outright
IBM.N,TD,2017-10-23,2017-10-26,ICP2374,Credit,800,Outright
IBM.OQ,SD,2017-10-19,2017-10-19,ICP3377,Debit,800,Outright
TSLA.L,TD,2017-02-23,2017-02-26,ICP3461,Debit,1000,Outright
F.OQ,SD,2016-11-10,2016-11-10,ICP4699,Credit,2000,Outright
DIS.OQ,TD,2016-10-23,2016-10-26,ICP5618,Credit,200,Outright
F.OQ,SD,2017-05-03,2017-05-03,ICP1062,Debit,600,Outright
TSLA.OQ,TD,2017-05-07,2017-05-10,ICP2673,Credit,1700,Outright
F.N,TD,2016-09-15,2016-09-18,ICP2977,Debit,1000,Outright
AMZN.N,TD,2016-12-07,2016-12-10,ICP7078,Debit,1800,Outright
FB.OQ,SD,2017-04-17,2017-04-17,ICP7361,Credit,300,Outright
AMZN.L,SD,2017-02-05,2017-02-05,ICP4298,Debit,1800,Outright
DIS.N,TD,2017-07-28,2017-07-31,ICP5299,Credit,1600,Outright
DIS.OQ,TD,2017-08-07,2017-08-10,ICP8441,Credit,1200,Outright
GOOGL.L,TD,2016-03-19,2016-03-22,ICP5131,Debit,1300,Outright
GOOGL.OQ,SD,2017-01-12,2017-01-12,ICP4771,Credit,800,Outright
FB.N,SD,2017-02-25,2017-02-25,ICP3777,Debit,900,Outright
APPL.L,TD,2017-11-22,2017-11-25,ICP9479,Debit,900,Outright
APPL.N,TD,2017-05-15,2017-05-18,ICP1637,Credit,1200,Outright
DIS.OQ,TD,2017-07-08,2017-07-11,ICP7283,Credit,600,Outright
AMZN.L,TD,2016-03-02,2016-03-05,ICP9636,Debit,200,Outright
GOOGL.L,TD,2016-05-26,2016-05-29,ICP7506,Debit,1200,Outright
APPL.OQ,SD,2017-01-25,2017-01-25,ICP3559,Credit,1800,Outright
DIS.L,SD,2016-09-24,2016-09-24,ICP1142,Debit,1700,Outright
AMZN.OQ,TD,2017-01-28,2017-01-31,ICP5863,Debit,600,Outright
IBM.OQ,TD,2017-11-12,2017-11-15,ICP5996,Debit,100,Outright
AMZN.N,SD,2016-02-07,2016-02-07,ICP9909,Debit,100,Outright
DIS.L,TD,2017-02-06,2017-02-09,ICP3798,Debit,500,Outright
AMZN.N,SD,2017-08-05,2017-08-05,ICP2157,Debit,300,Outright
APPL.N,SD,2017-04-21,2017-04-21,ICP6913,Debit,1700,Outright
APPL.OQ,TD,2017-03-07,2017-03-10,ICP2638,Debit,900,Outright
IBM.L,SD,2016-02-22,2016-02-22,ICP2079,Debit,1700,Outright
GOOGL.L,SD,2017-08-26,2017-08-26,ICP2138,Debit,1100,Outright
DIS.OQ,TD,2017-03-25,2017-03-28,ICP1349,Debit,800,Outright
DIS.L,SD,2016-11-09,2016-11-09,ICP3489,Debit,1900,Outright
DIS.N,TD,2017-03-19,2017-03-22,ICP0652,Credit,1400,Outright
IBM.L,TD,2017-05-28,2017-05-31,ICP4124,Debit,500,Outright
APPL.OQ,SD,2016-09-06,2016-09-06,ICP9831,Credit,100,Outright
TSLA.L,TD,2016-08-22,2016-08-25,ICP5728,Credit,300,Outright
F.OQ,SD,2017-09-26,2017-09-26,ICP4203,Debit,1600,Outright
DIS.N,TD,2016-03-21,2016-03-24,ICP0568,Credit,1400,Outright
DIS.N,TD,2017-01-19,2017-01-22,ICP6538,Credit,1300,Outright
IBM.OQ,TD,2016-09-18,2016-09-21,ICP9314,Credit,1500,Outright
APPL.OQ,SD,2016-04-06,2016-04-06,ICP8123,Credit,1400,Outright
F.L,TD,2016-09-27,2016-09-30,ICP8006,Credit,2000,Outright
GOOGL.L,TD,2016-10-19,2016-10-22,ICP7501,Credit,1300,Outright
DIS.OQ,TD,2016-05-13,2016-05-16,ICP4259,Debit,2000,Outright
TSLA.N,TD,2016-09-28,2016-10-01,ICP2452,Credit,900,Outright
DIS.N,TD,2017-10-17,2017-10-20,ICP1448,Debit,1200,Outright
TSLA.L,TD,2017-08-13,2017-08-16,ICP4342,Credit,1100,Outright
IBM.N,SD,2017-02-10,2017-02-10,ICP2451,Credit,1400,Outright
TSLA.L,TD,2016-05-06,2016-05-09,ICP8615,Debit,1400,Outright
TSLA.L,SD,2017-01-09,2017-01-09,ICP0695,Credit,100,Outright
F.N,SD,2016-10-10,2016-10-10,ICP9076,Credit,1400,Outright
IBM.N,SD,2017-01-16,2017-01-16,ICP8336,Debit,400,Outright
IBM.N,SD,2017-06-18,2017-06-18,ICP3893,Debit,1000,Outright
F.OQ,SD,2016-05-07,2016-05-07,ICP0766,Credit,1200,Outright
F.L,TD,2016-04-25,2016-04-28,ICP0120,Debit,1000,Outright
AMZN.N,TD,2016-09-28,2016-10-01,ICP0268,Debit,400,Outright
F.N,SD,2017-05-18,2017-05-18,ICP7869,Credit,700,Outright
TSLA.OQ,SD,2017-11-08,2017-11-08,ICP5661,Credit,1900,Outright
DIS.L,TD,2016-04-12,2016-04-15,ICP2223,Credit,1600,Outright
F.N,SD,2016-05-23,2016-05-23,ICP3006,Credit,700,Outright
F.L,SD,2017-04-13,2017-04-13,ICP4169,Debit,100,Outright
GOOGL.OQ,TD,2017-11-26,2017-11-29,ICP8418,Credit,600,Outright
FB.N,SD,2016-05-04,2016-05-04,ICP2050,Debit,400,Outright
APPL.L,TD,2017-11-24,2017-11-27,ICP0571,Credit,1000,Outright
TSLA.L,SD,2017-04-11,2017-04-11,ICP5935,Debit,1500,Outright
APPL.OQ,SD,2017-08-12,2017-08-12,ICP7120,Debit,1000,Outright
AMZN.L,TD,2017-10-27,2017-10-30,ICP5656,Credit,1900,Outright
F.L,TD,2016-08-27,2016-08-30,ICP6780,Credit,500,Outright
FB.OQ,SD,2017-08-10,2017-08-10,ICP0537,Debit,800,Outright
TSLA.L,SD,2016-11-26,2016-11-26,ICP0911,Debit,2000,Outright
TSLA.OQ,TD,2017-10-20,2017-10-23,ICP6067,Debit,800,Outright
IBM.N,TD,2017-08-21,2017-08-24,ICP2448,Debit,1500,Outright
DIS.N,SD,2017-12-24,2017-12-24,ICP3727,Credit,300,Outright
AMZN.L,SD,2017-02-24,2017-02-24,ICP9133,Credit,1600,Outright
AMZN.L,SD,2017-06-04,2017-06-04,ICP5389,Credit,1900,Outright
APPL.N,TD,2016-02-13,2016-02-16,ICP7905,Credit,2000,Outright
DIS.L,TD,2017-04-28,2017-05-01,ICP5547,Debit,1300,Outright
FB.L,TD,2017-08-03,2017-08-06,ICP5819,Debit,1100,Outright
APPL.L,TD,2017-12-25,2017-12-28,ICP9119,Debit,300,Outright
DIS.L,SD,2016-06-23,2016-06-23,ICP3717,Debit,1900,Outright
FB.L,TD,2017-12-24,2017-12-27,ICP2947,Credit,1500,Outright
IBM.OQ,SD,2016-02-04,2016-02-04,ICP4973,Credit,2000,Outright
FB.OQ,TD,2017-11-25,2017-11-28,ICP7366,Debit,1200,Outright
IBM.OQ,SD,2017-10-12,2017-10-12,ICP1209,Debit,500,Outright
DIS.L,SD,2017-05-11,2017-05-11,ICP4241,Debit,1700,Outright
FB.N,SD,2017-04-17,2017-04-17,ICP9176,Debit,1300,Outright
APPL.N,TD,2017-08-12,2017-08-15,ICP5776,Credit,100,Outright
DIS.L,SD,2017-11-16,2017-11-16,ICP5411,Debit,1000,Outright
DIS.OQ,TD,2017-05-20,2017-05-23,ICP7144,Debit,800,Outright
IBM.N,TD,2017-12-02,2017-12-05,ICP4098,Credit,1800,Outright
AMZN.L,TD,2017-02-21,2017-02-24,ICP4379,Debit,1400,Outright
APPL.N,TD,2017-09-26,2017-09-29,ICP9104,Credit,300,Outright
TSLA.N,SD,2017-12-24,2017-12-24,ICP1371,Credit,700,Outright
FB.L,SD,2017-03-14,2017-03-14,ICP6721,Credit,600,Outright
GOOGL.L,TD,2017-08-09,2017-08-12,ICP3476,Credit,1400,Outright
IBM.N,TD,2017-09-04,2017-09-07,ICP1311,Credit,1600,Outright
TSLA.OQ,SD,2016-02-22,2016-02-22,ICP0918,Debit,1700,Outright
GOOGL.N,SD,2017-09-11,2017-09-11,ICP4676,Debit,500,Outright
DIS.N,TD,2017-11-25,2017-11-28,ICP7454,Credit,1500,Outright
TSLA.L,TD,2017-10-25,2017-10-28,ICP3280,Debit,800,Outright
FB.N,SD,2016-04-26,2016-04-26,ICP7477,Credit,300,Outright
GOOGL.OQ,SD,2017-11-14,2017-11-14,ICP3339,Credit,1600,Outright
IBM.OQ,TD,2017-01-04,2017-01-07,ICP7853,Credit,500,Outright
IBM.OQ,TD,2016-05-07,2016-05-10,ICP5828,Credit,1800,Outright
AMZN.OQ,SD,2016-04-09,2016-04-09,ICP5894,Debit,1300,Outright
DIS.OQ,TD,2017-09-07,2017-09-10,ICP2220,Credit,1700,Outright
GOOGL.L,TD,2017-09-06,2017-09-09,ICP2052,Debit,900,Outright
IBM.N,SD,2016-08-15,2016-08-15,ICP0255,Credit,1800,Outright
GOOGL.N,TD,2016-12-12,2016-12-15,ICP3505,Debit,1400,Outright
FB.N,SD,2017-12-27,2017-12-27,ICP7500,Debit,1900,Outright
APPL.OQ,TD,2017-09-07,2017-09-10,ICP8660,Debit,100,Outright
IBM.OQ,TD,2016-05-10,2016-05-13,ICP4685,Credit,400,Outright
TSLA.L,SD,2016-04-11,2016-04-11,ICP6225,Credit,300,Outright
TSLA.OQ,SD,2017-11-11,2017-11-11,ICP7774,Debit,1600,Outright
FB.L,TD,2017-04-18,2017-04-21,ICP0959,Credit,1500,Outright
F.L,SD,2016-04-16,2016-04-16,ICP1502,Credit,500,Outright
FB.N,TD,2016-08-03,2016-08-06,ICP2907,Credit,1300,Outright
GOOGL.L,SD,2017-07-09,2017-07-09,ICP9071,Credit,1800,Outright
APPL.N,SD,2017-03-08,2017-03-08,ICP6461,Credit,100,Outright
IBM.L,SD,2016-04-26,2016-04-26,ICP3069,Debit,900,Outright
F.N,TD,2017-10-01,2017-10-04,ICP3107,Debit,300,Outright
DIS.OQ,TD,2016-12-07,2016-12-10,ICP3608,Debit,600,Outright
TSLA.L,SD,2016-08-03,2016-08-03,ICP0177,Debit,800,Outright
F.L,SD,2016-04-13,2016-04-13,ICP2674,Credit,1300,Outright
APPL.L,SD,2017-02-19,2017-02-19,ICP6235,Credit,200,Outright
GOOGL.OQ,TD,2016-06-01,2016-06-04,ICP4335,Debit,1700,Outright
TSLA.L,TD,2017-03-22,2017-03-25,ICP5996,Credit,1100,Outright
IBM.N,TD,2017-02-10,2017-02-13,ICP5773,Credit,400,Outright
GOOGL.L,TD,2016-06-05,2016-06-08,ICP3398,Credit,800,Outright
GOOGL.N,TD,2017-06-22,2017-06-25,ICP3911,Credit,200,Outright
TSLA.OQ,SD,2017-12-08,2017-12-08,ICP2523,Credit,400,Outright
IBM.OQ,SD,2016-06-20,2016-06-20,ICP4163,Credit,2000,Outright
F.L,TD,2016-12-13,2016-12-16,ICP1395,Debit,1200,Outright
APPL.N,TD,2016-04-16,2016-04-19,ICP9585,Debit,900,Outright
DIS.N,TD,2017-09-03,2017-09-06,ICP8293,Credit,300,Outright
APPL.N,SD,2017-02-03,2017-02-03,ICP5351,Credit,1900,Outright
AMZN.N,TD,2017-11-15,2017-11-18,ICP1030,Credit,900,Outright
FB.OQ,SD,2017-09-27,2017-09-27,ICP1847,Credit,900,Outright
DIS.OQ,SD,2017-01-20,2017-01-20,ICP3590,Credit,500,Outright
DIS.OQ,TD,2016-10-09,2016-10-12,ICP2455,Debit,1100,Outright
F.OQ,TD,2016-01-05,2016-01-08,ICP5357,Credit,600,Outright
APPL.N,SD,2016-11-19,2016-11-19,ICP2738,Debit,1800,Outright
GOOGL.OQ,SD,2017-02-26,2017-02-26,ICP4292,Credit,2000,Outright
F.OQ,TD,2016-05-19,2016-05-22,ICP6228,Credit,1000,Outright
IBM.L,SD,2016-12-01,2016-12-01,ICP2266,Debit,100,Outright
FB.OQ,SD,2017-09-19,2017-09-19,ICP4735,Debit,800,Outright
DIS.L,TD,2016-10-17,2016-10-20,ICP1128,Credit,300,Outright
TSLA.L,TD,2016-12-18,2016-12-21,ICP6050,Debit,400,Outright
TSLA.OQ,SD,2017-03-06,2017-03-06,ICP9042,Debit,1100,Outright
DIS.L,SD,2016-07-09,2016-07-09,ICP1761,Credit,1100,Outright
FB.L,TD,2016-11-13,2016-11-16,ICP1311,Debit,1900,Outright
F.N,TD,2017-01-22,2017-01-25,ICP1686,Debit,1900,Outright
F.N,SD,2016-04-22,2016-04-22,ICP3342,Debit,500,Outright
GOOGL.L,TD,2017-12-19,2017-12-22,ICP0928,Credit,1900,Outright
F.N,SD,2016-01-26,2016-01-26,ICP1491,Credit,400,Outright
FB.N,SD,2017-03-08,2017-03-08,ICP8406,Debit,2000,Outright
APPL.OQ,TD,2017-11-05,2017-11-08,ICP1486,Credit,1800,Outright
DIS.L,SD,2017-08-08,2017-08-08,ICP6854,Credit,1100,Outright
TSLA.L,TD,2016-05-14,2016-05-17,ICP1330,Credit,900,Outright
AMZN.N,TD,2016-04-25,2016-04-28,ICP2107,Debit,1000,Outright
DIS.L,SD,2016-07-16,2016-07-16,ICP0911,Credit,600,Outright
GOOGL.L,TD,2017-01-15,2017-01-18,ICP3713,Debit,1100,Outright
DIS.OQ,TD,2017-09-28,2017-10-01,ICP5437,Debit,800,Outright
GOOGL.N,TD,2017-11-23,2017-11-26,ICP6927,Credit,900,Outright
F.OQ,TD,2017-08-09,2017-08-12,ICP0241,Credit,1500,Outright
IBM.L,SD,2016-07-17,2016-07-17,ICP7763,Credit,200,Outright
APPL.L,TD,2017-03-03,2017-03-06,ICP3353,Debit,300,Outright
F.OQ,TD,2017-02-18,2017-02-21,ICP0214,Debit,1900,Outright
FB.L,TD,2016-04-03,2016-04-06,ICP5202,Credit,1600,Outright
IBM.L,SD,2016-06-18,2016-06-18,ICP1364,Debit,1200,Outright
F.N,TD,2016-08-28,2016-08-31,ICP6317,Debit,1600,Outright
IBM.L,TD,2016-04-12,2016-04-15,ICP3402,Credit,700,Outright
APPL.OQ,TD,2016-11-25,2016-11-28,ICP3030,Credit,1100,Outright
F.N,SD,2016-12-23,2016-12-23,ICP1539,Credit,2000,Outright
DIS.L,SD,2016-07-21,2016-07-21,ICP4801,Debit,1400,Outright
IBM.OQ,TD,2017-11-09,2017-11-12,ICP4210,Debit,1400,Outright
FB.OQ,TD,2016-10-03,2016-10-06,ICP9282,Credit,1900,Outright
FB.L,TD,2017-02-18,2017-02-21,ICP2689,Debit,700,Outright
APPL.OQ,TD,2016-08-08,2016-08-11,ICP6684,Debit,800,Outright
AMZN.N,TD,2017-01-18,2017-01-21,ICP3863,Credit,1600,Outright
FB.OQ,SD,2016-02-22,2016-02-22,ICP5076,Debit,900,Outright
AMZN.N,TD,2017-02-27,2017-03-02,ICP1605,Debit,1400,Outright
DIS.OQ,TD,2016-10-26,2016-10-29,ICP1667,Debit,800,Outright
AMZN.OQ,TD,2016-10-28,2016-10-31,ICP7316,Debit,200,Outright
TSLA.OQ,SD,2017-12-02,2017-12-02,ICP8120,Credit,500,Outright
IBM.N,SD,2016-06-15,2016-06-15,ICP6120,Debit,1700,Outright
TSLA.N,TD,2016-05-11,2016-05-14,ICP5104,Debit,1200,Outright
GOOGL.OQ,TD,2017-11-24,2017-11-27,ICP3283,Credit,1300,Outright
F.OQ,TD,2017-07-19,2017-07-22,ICP1314,Credit,500,Outright
TSLA.L,TD,2016-02-28,2016-03-02,ICP5734,Credit,1500,Outright
IBM.OQ,TD,2017-06-10,2017-06-13,ICP7179,Debit,200,Outright
F.L,SD,2016-02-27,2016-02-27,ICP9378,Credit,200,Outright
F.N,SD,2017-08-25,2017-08-25,ICP4904,Credit,400,Outright
DIS.N,TD,2016-01-20,2016-01-23,ICP4758,Debit,600,Outright
FB.OQ,TD,2016-11-02,2016-11-05,ICP7050,Debit,1300,Outright
TSLA.OQ,TD,2016-01-09,2016-01-12,ICP6549,Credit,1000,Outright
DIS.OQ,SD,2016-12-24,2016-12-24,ICP5378,Debit,1000,Outright
FB.OQ,SD,2017-10-16,2017-10-16,ICP5474,Credit,500,Outright
F.N,SD,2017-11-13,2017-11-13,ICP8610,Credit,1100,Outright
APPL.L,TD,2017-09-11,2017-09-14,ICP8515,Debit,600,Outright
APPL.OQ,SD,2016-03-06,2016-03-06,ICP9661,Credit,800,Outright
TSLA.OQ,SD,2017-02-20,2017-02-20,ICP8333,Credit,1800,Outright
AMZN.N,TD,2017-03-25,2017-03-28,ICP3845,Credit,200,Outright
FB.OQ,SD,2017-03-26,2017-03-26,ICP3378,Credit,1800,Outright
FB.OQ,SD,2016-08-27,2016-08-27,ICP5175,Debit,900,Outright
IBM.N,SD,2016-07-01,2016-07-01,ICP2812,Credit,1600,Outright
APPL.OQ,TD,2016-03-10,2016-03-13,ICP1717,Debit,1300,Outright
IBM.N,SD,2016-01-18,2016-01-18,ICP6036,Debit,1100,Outright
F.N,SD,2017-03-05,2017-03-05,ICP7946,Debit,1100,Outright
IBM.L,SD,2017-04-06,2017-04-06,ICP8691,Debit,500,Outright
F.OQ,SD,2016-09-14,2016-09-14,ICP8832,Credit,1700,Outright
APPL.N,TD,2017-12-19,2017-12-22,ICP1840,Credit,1400,Outright
TSLA.N,TD,2017-11-07,2017-11-10,ICP1796,Debit,100,Outright
IBM.N,TD,2017-04-04,2017-04-07,ICP1382,Credit,1000,Outright
TSLA.N,TD,2016-02-11,2016-02-14,ICP9287,Credit,1500,Outright
IBM.L,TD,2016-10-13,2016-10-16,ICP9216,Credit,200,Outright
FB.OQ,SD,2017-11-22,2017-11-22,ICP1926,Credit,400,Outright
IBM.N,TD,2016-08-15,2016-08-18,ICP3090,Credit,400,Outright
FB.L,SD,2016-12-24,2016-12-24,ICP4052,Credit,2000,Outright
DIS.N,TD,2017-12-15,2017-12-18,ICP9858,Debit,900,Outright
AMZN.L,TD,2016-12-20,2016-12-23,ICP7079,Credit,1500,Outright
DIS.OQ,SD,2016-11-09,2016-11-09,ICP4625,Credit,200,Outright
TSLA.N,SD,2016-05-28,2016-05-28,ICP3980,Debit,600,Outright
IBM.OQ,SD,2016-02-05,2016-02-05,ICP9624,Debit,200,Outright
AMZN.L,SD,2017-07-21,2017-07-21,ICP5682,Debit,100,Outright
FB.OQ,TD,2017-06-05,2017-06-08,ICP1026,Debit,500,Outright
F.L,SD,2017-08-15,2017-08-15,ICP7029,Credit,1000,Outright
APPL.N,TD,2016-04-09,2016-04-12,ICP8322,Debit,1800,Outright
APPL.L,TD,2016-01-15,2016-01-18,ICP3864,Credit,1800,Outright
TSLA.OQ,SD,2016-06-12,2016-06-12,ICP1130,Debit,1000,Outright
TSLA.N,TD,2016-10-18,2016-10-21,ICP0146,Debit,100,Outright
FB.OQ,SD,2017-09-11,2017-09-11,ICP8354,Credit,100,Outright
IBM.N,TD,2016-02-21,2016-02-24,ICP2215,Debit,1600,Outright
DIS.L,TD,2016-01-05,2016-01-08,ICP8959,Credit,1200,Outright
IBM.N,TD,2017-11-01,2017-11-04,ICP9996,Debit,100,Outright
IBM.L,SD,2017-09-18,2017-09-18,ICP5838,Debit,400,Outright
F.OQ,SD,2017-03-17,2017-03-17,ICP3874,Credit,200,Outright
AMZN.N,TD,2017-04-17,2017-04-20,ICP6445,Debit,1000,Outright
TSLA.N,SD,2016-01-15,2016-01-15,ICP5233,Credit,1300,Outright
FB.L,TD,2017-11-26,2017-11-29,ICP4316,Credit,500,Outright
